25	Cradle of Filth	http://www.last.fm/music/Cradle+of+Filth	http://userserve-ak.last.fm/serve/252/30799583.jpg	metal
26	Tamtrum	http://www.last.fm/music/Tamtrum	http://userserve-ak.last.fm/serve/252/8193963.jpg	traditional
27	Laibach	http://www.last.fm/music/Laibach	http://userserve-ak.last.fm/serve/252/615172.jpg	electronic
28	Gorgoroth	http://www.last.fm/music/Gorgoroth	http://userserve-ak.last.fm/serve/252/35522943.jpg	metal
30	And One	http://www.last.fm/music/And+One	http://userserve-ak.last.fm/serve/252/50818861.jpg	disco
31	Amduscia	http://www.last.fm/music/Amduscia	http://userserve-ak.last.fm/serve/252/23951523.jpg	other
32	Covenant	http://www.last.fm/music/Covenant	http://userserve-ak.last.fm/serve/252/59793013.jpg	electronic
34	Icon of Coil	http://www.last.fm/music/Icon+of+Coil	http://userserve-ak.last.fm/serve/252/371747.jpg	electronic
36	KMFDM	http://www.last.fm/music/KMFDM	http://userserve-ak.last.fm/serve/252/19970449.jpg	metal
37	Funker Vogt	http://www.last.fm/music/Funker+Vogt	http://userserve-ak.last.fm/serve/252/16436553.jpg	other
38	Dawn of Ashes	http://www.last.fm/music/Dawn+of+Ashes	http://userserve-ak.last.fm/serve/252/28578343.jpg	metal
39	Sopor Aeternus & The Ensemble of Shadows	http://www.last.fm/music/Sopor%2BAeternus%2B%2526%2BThe%2BEnsemble%2Bof%2BShadows	http://userserve-ak.last.fm/serve/252/260221.jpg	electronic
40	The Faint	http://www.last.fm/music/The+Faint	http://userserve-ak.last.fm/serve/252/1985.jpg	indie
41	God Module	http://www.last.fm/music/God+Module	http://userserve-ak.last.fm/serve/252/608782.jpg	other
43	Noisuf-X	http://www.last.fm/music/Noisuf-X	http://userserve-ak.last.fm/serve/252/27456325.jpg	electronic
44	Das Ich	http://www.last.fm/music/Das+Ich	http://userserve-ak.last.fm/serve/252/46246053.jpg	other
45	Mindless Self Indulgence	http://www.last.fm/music/Mindless+Self+Indulgence	http://userserve-ak.last.fm/serve/252/360590.jpg	electronic
46	Pyotr Ilyich Tchaikovsky	http://www.last.fm/music/Pyotr+Ilyich+Tchaikovsky	http://userserve-ak.last.fm/serve/252/44326361.png	classic
47	Emperor	http://www.last.fm/music/Emperor	http://userserve-ak.last.fm/serve/252/12767259.jpg	metal
48	Anorexia Nervosa	http://www.last.fm/music/Anorexia+Nervosa	http://userserve-ak.last.fm/serve/252/396508.jpg	traditional
49	Reaper	http://www.last.fm/music/Reaper	http://userserve-ak.last.fm/serve/252/36414477.png	electronic
50	Gothminister	http://www.last.fm/music/Gothminister	http://userserve-ak.last.fm/serve/252/23255695.jpg	metal
51	Duran Duran	http://www.last.fm/music/Duran+Duran	http://userserve-ak.last.fm/serve/252/155668.jpg	pop
52	Morcheeba	http://www.last.fm/music/Morcheeba	http://userserve-ak.last.fm/serve/252/46005111.png	electronic
53	Air	http://www.last.fm/music/Air	http://userserve-ak.last.fm/serve/252/251119.jpg	electronic
54	Hooverphonic	http://www.last.fm/music/Hooverphonic	http://userserve-ak.last.fm/serve/252/40553471.png	electronic
55	Kylie Minogue	http://www.last.fm/music/Kylie+Minogue	http://userserve-ak.last.fm/serve/252/12740835.jpg	electronic
56	Daft Punk	http://www.last.fm/music/Daft+Punk	http://userserve-ak.last.fm/serve/252/10923145.png	electronic
57	Thievery Corporation	http://www.last.fm/music/Thievery+Corporation	http://userserve-ak.last.fm/serve/252/50633735.png	electronic
58	Goldfrapp	http://www.last.fm/music/Goldfrapp	http://userserve-ak.last.fm/serve/252/36460899.png	electronic
59	New Order	http://www.last.fm/music/New+Order	http://userserve-ak.last.fm/serve/252/6650979.jpg	electronic
60	Matt Bianco	http://www.last.fm/music/Matt+Bianco	http://userserve-ak.last.fm/serve/252/369674.jpg	other
61	Talk Talk	http://www.last.fm/music/Talk+Talk	http://userserve-ak.last.fm/serve/252/48047875.jpg	pop
62	Prefab Sprout	http://www.last.fm/music/Prefab+Sprout	http://userserve-ak.last.fm/serve/252/15600007.png	pop
63	Enigma	http://www.last.fm/music/Enigma	http://userserve-ak.last.fm/serve/252/36180069.png	electronic
64	RÃ¶yksopp	http://www.last.fm/music/R%C3%B6yksopp	http://userserve-ak.last.fm/serve/252/10953763.jpg	electronic
65	Coldplay	http://www.last.fm/music/Coldplay	http://userserve-ak.last.fm/serve/252/67770.jpg	rock
66	Faithless	http://www.last.fm/music/Faithless	http://userserve-ak.last.fm/serve/252/42558111.jpg	electronic
67	Madonna	http://www.last.fm/music/Madonna	http://userserve-ak.last.fm/serve/252/340387.jpg	pop
68	Icehouse	http://www.last.fm/music/Icehouse	http://userserve-ak.last.fm/serve/252/189704.jpg	rock
69	Sade	http://www.last.fm/music/Sade	http://userserve-ak.last.fm/serve/252/61389233.png	pop
70	Moby	http://www.last.fm/music/Moby	http://userserve-ak.last.fm/serve/252/130045.jpg	electronic
71	Dido	http://www.last.fm/music/Dido	http://userserve-ak.last.fm/serve/252/21564957.jpg	pop
72	Depeche Mode	http://www.last.fm/music/Depeche+Mode	http://userserve-ak.last.fm/serve/252/75022.jpg	electronic
73	CafÃ© Del Mar	http://www.last.fm/music/Caf%C3%A9+Del+Mar	http://userserve-ak.last.fm/serve/252/30003469.jpg	electronic
74	Basia	http://www.last.fm/music/Basia	http://userserve-ak.last.fm/serve/252/28540541.png	other
75	Camouflage	http://www.last.fm/music/Camouflage	http://userserve-ak.last.fm/serve/252/4183502.jpg	electronic
76	Electronic	http://www.last.fm/music/Electronic	http://userserve-ak.last.fm/serve/252/11464257.jpg	disco
77	George Michael	http://www.last.fm/music/George+Michael	http://userserve-ak.last.fm/serve/252/39849449.png	pop
78	The Adventures	http://www.last.fm/music/The+Adventures	http://userserve-ak.last.fm/serve/252/462539.jpg	other
79	Fiction Factory	http://www.last.fm/music/Fiction+Factory	http://userserve-ak.last.fm/serve/252/365892.jpg	pop
80	Groove Armada	http://www.last.fm/music/Groove+Armada	http://userserve-ak.last.fm/serve/252/7025387.jpg	electronic
81	Portishead	http://www.last.fm/music/Portishead	http://userserve-ak.last.fm/serve/252/11272935.jpg	electronic
82	Marc Almond	http://www.last.fm/music/Marc+Almond	http://userserve-ak.last.fm/serve/252/50997309.png	pop
83	Cock Robin	http://www.last.fm/music/Cock+Robin	http://userserve-ak.last.fm/serve/252/287993.jpg	pop
84	Cut Copy	http://www.last.fm/music/Cut+Copy	http://userserve-ak.last.fm/serve/252/9539517.jpg	electronic
85	Spandau Ballet	http://www.last.fm/music/Spandau+Ballet	http://userserve-ak.last.fm/serve/252/354540.jpg	pop
86	Katie Melua	http://www.last.fm/music/Katie+Melua	http://userserve-ak.last.fm/serve/252/38702721.png	jazz
87	Deacon Blue	http://www.last.fm/music/Deacon+Blue	http://userserve-ak.last.fm/serve/252/439471.jpg	pop
88	Gorillaz	http://www.last.fm/music/Gorillaz	http://userserve-ak.last.fm/serve/252/45388159.png	electronic
89	Lady Gaga	http://www.last.fm/music/Lady+Gaga	http://userserve-ak.last.fm/serve/252/47390093.png	pop
90	Kosheen	http://www.last.fm/music/Kosheen	http://userserve-ak.last.fm/serve/252/3309551.jpg	electronic
91	Nik Kershaw	http://www.last.fm/music/Nik+Kershaw	http://userserve-ak.last.fm/serve/252/4204557.jpg	pop
92	Vitamin Z	http://www.last.fm/music/Vitamin+Z	http://userserve-ak.last.fm/serve/252/197506.jpg	pop
93	Jean-Michel Jarre	http://www.last.fm/music/Jean-Michel+Jarre	http://userserve-ak.last.fm/serve/252/242240.jpg	electronic
94	Ministry of Sound	http://www.last.fm/music/Ministry+of+Sound	http://userserve-ak.last.fm/serve/252/13305931.jpg	jazz
95	Simply Red	http://www.last.fm/music/Simply+Red	http://userserve-ak.last.fm/serve/252/50997673.png	rock
96	Fleetwood Mac	http://www.last.fm/music/Fleetwood+Mac	http://userserve-ak.last.fm/serve/252/337211.jpg	pop
97	Duffy	http://www.last.fm/music/Duffy	http://userserve-ak.last.fm/serve/252/55142075.png	indie
98	Japan	http://www.last.fm/music/Japan	http://userserve-ak.last.fm/serve/252/34822153.jpg	electronic
99	INXS	http://www.last.fm/music/INXS	http://userserve-ak.last.fm/serve/252/26433237.jpg	rock
100	ABC	http://www.last.fm/music/ABC	http://userserve-ak.last.fm/serve/252/41596559.png	pop
101	Pleq	http://www.last.fm/music/Pleq	http://userserve-ak.last.fm/serve/252/58414481.jpg	hiphop
102	Segue	http://www.last.fm/music/Segue	http://userserve-ak.last.fm/serve/252/38568681.jpg	electronic
103	Max Richter	http://www.last.fm/music/Max+Richter	http://userserve-ak.last.fm/serve/252/51974589.png	classic
104	Celer	http://www.last.fm/music/Celer	http://userserve-ak.last.fm/serve/252/43677713.jpg	other
105	Pjusk	http://www.last.fm/music/Pjusk	http://userserve-ak.last.fm/serve/252/43518367.jpg	other
106	Pleq & Segue	http://www.last.fm/music/Pleq%2B%2526%2BSegue	http://userserve-ak.last.fm/serve/252/58293455.jpg	other
107	Burial	http://www.last.fm/music/Burial	http://userserve-ak.last.fm/serve/252/60689649.png	dubstep
108	Magnitophono	http://www.last.fm/music/Magnitophono	http://userserve-ak.last.fm/serve/252/24388525.jpg	other
109	andy graydon	http://www.last.fm/music/andy+graydon	http://userserve-ak.last.fm/serve/252/26569717.jpg	other
110	ddekombinacja	http://www.last.fm/music/ddekombinacja	http://userserve-ak.last.fm/serve/252/31731637.jpg	other
111	Pleq & Anna Rose Carter	http://www.last.fm/music/+noredirect/Pleq%2B%2526%2BAnna%2BRose%2BCarter		other
112	Go Koyashiki	http://www.last.fm/music/Go+Koyashiki	http://userserve-ak.last.fm/serve/252/58277441.jpg	other
113	Dustin O'Halloran	http://www.last.fm/music/Dustin+O%27Halloran	http://userserve-ak.last.fm/serve/252/28429321.jpg	other
114	offthesky	http://www.last.fm/music/offthesky	http://userserve-ak.last.fm/serve/252/35022765.png	other
115	Nebulo	http://www.last.fm/music/Nebulo	http://userserve-ak.last.fm/serve/252/14070783.jpg	other
116	Fjordne	http://www.last.fm/music/Fjordne	http://userserve-ak.last.fm/serve/252/43583903.jpg	other
117	Pleq & Chihiro	http://www.last.fm/music/Pleq%2B%2526%2BChihiro	http://userserve-ak.last.fm/serve/252/24610863.jpg	other
118	Spyweirdos	http://www.last.fm/music/Spyweirdos	http://userserve-ak.last.fm/serve/252/59489573.png	other
119	billy gomberg + offthesky	http://www.last.fm/music/+noredirect/billy%2Bgomberg%2B%252B%2Boffthesky		other
120	Deru	http://www.last.fm/music/Deru	http://userserve-ak.last.fm/serve/252/27329185.jpg	other
121	Lukid	http://www.last.fm/music/Lukid	http://userserve-ak.last.fm/serve/252/47883977.jpg	other
122	Manekinekod	http://www.last.fm/music/Manekinekod	http://userserve-ak.last.fm/serve/252/39374677.jpg	other
123	Danny Norbury	http://www.last.fm/music/Danny+Norbury	http://userserve-ak.last.fm/serve/252/4964091.jpg	other
124	Shinkei & Mise En Scene	http://www.last.fm/music/Shinkei%2B%2526%2BMise%2BEn%2BScene		other
125	aslope	http://www.last.fm/music/aslope	http://userserve-ak.last.fm/serve/252/39251237.jpg	other
126	The Notwist	http://www.last.fm/music/The+Notwist	http://userserve-ak.last.fm/serve/252/13533259.jpg	electronic
127	Off the Sky	http://www.last.fm/music/Off+the+Sky	http://userserve-ak.last.fm/serve/252/421091.jpg	other
128	strom noir	http://www.last.fm/music/strom+noir	http://userserve-ak.last.fm/serve/252/5519362.jpg	other
129	Aless	http://www.last.fm/music/Aless	http://userserve-ak.last.fm/serve/252/44521979.jpg	other
130	Philippe Lamy	http://www.last.fm/music/Philippe+Lamy	http://userserve-ak.last.fm/serve/252/34563725.jpg	other
131	Part Timer	http://www.last.fm/music/Part+Timer	http://userserve-ak.last.fm/serve/252/26514979.jpg	other
132	Deaf Center	http://www.last.fm/music/Deaf+Center	http://userserve-ak.last.fm/serve/252/179552.jpg	other
133	Lauki	http://www.last.fm/music/Lauki		other
134	Big Brotherz	http://www.last.fm/music/Big+Brotherz	http://userserve-ak.last.fm/serve/252/48444347.jpg	dubstep
135	cokiyu	http://www.last.fm/music/cokiyu	http://userserve-ak.last.fm/serve/252/41954375.jpg	other
136	Verbose	http://www.last.fm/music/Verbose	http://userserve-ak.last.fm/serve/252/3406085.jpg	other
137	Worm Is Green	http://www.last.fm/music/Worm+Is+Green	http://userserve-ak.last.fm/serve/252/613837.jpg	electronic
138	Library Tapes	http://www.last.fm/music/Library+Tapes	http://userserve-ak.last.fm/serve/252/2247728.jpg	classic
139	Richard Skelton	http://www.last.fm/music/Richard+Skelton	http://userserve-ak.last.fm/serve/252/43254939.png	other
140	Matryoshka	http://www.last.fm/music/Matryoshka	http://userserve-ak.last.fm/serve/252/42836783.jpg	electronic
141	Aidan Baker	http://www.last.fm/music/Aidan+Baker	http://userserve-ak.last.fm/serve/252/60671123.jpg	other
142	Ylid	http://www.last.fm/music/Ylid	http://userserve-ak.last.fm/serve/252/381247.jpg	other
143	Daisuke Miyatani	http://www.last.fm/music/Daisuke+Miyatani	http://userserve-ak.last.fm/serve/252/28588821.jpg	electronic
144	Dakota Suite	http://www.last.fm/music/Dakota+Suite	http://userserve-ak.last.fm/serve/252/34844669.jpg	other
145	Ryonkt	http://www.last.fm/music/Ryonkt	http://userserve-ak.last.fm/serve/252/3400979.jpg	other
146	Hird	http://www.last.fm/music/Hird	http://userserve-ak.last.fm/serve/252/317707.jpg	electronic
147	Svarte Greiner	http://www.last.fm/music/Svarte+Greiner	http://userserve-ak.last.fm/serve/252/29675371.jpg	other
148	The Boats	http://www.last.fm/music/The+Boats	http://userserve-ak.last.fm/serve/252/12285119.jpg	rock
149	The Sound Of Lucrecia	http://www.last.fm/music/The+Sound+Of+Lucrecia	http://userserve-ak.last.fm/serve/252/37565391.jpg	other
150	Porzellan	http://www.last.fm/music/Porzellan	http://userserve-ak.last.fm/serve/252/36392371.jpg	other
151	Deep Forest	http://www.last.fm/music/Deep+Forest	http://userserve-ak.last.fm/serve/252/347830.jpg	electronic
152	Porcupine Tree	http://www.last.fm/music/Porcupine+Tree	http://userserve-ak.last.fm/serve/252/13065279.jpg	rock
153	De/Vision	http://www.last.fm/music/De%252FVision	http://userserve-ak.last.fm/serve/252/14554013.jpg	electronic
154	Radiohead	http://www.last.fm/music/Radiohead	http://userserve-ak.last.fm/serve/252/8461967.jpg	electronic
155	Robbie Williams	http://www.last.fm/music/Robbie+Williams	http://userserve-ak.last.fm/serve/252/35492555.png	pop
156	VAST	http://www.last.fm/music/VAST	http://userserve-ak.last.fm/serve/252/3516839.jpg	indie
157	Michael Jackson	http://www.last.fm/music/Michael+Jackson	http://userserve-ak.last.fm/serve/252/30501527.png	pop
158	×¢×‘×¨×™ ×œ×™×“×¨	http://www.last.fm/music/%D7%A2%D7%91%D7%A8%D7%99+%D7%9C%D7%99%D7%93%D7%A8	http://userserve-ak.last.fm/serve/252/329485.jpg	other
159	The Cure	http://www.last.fm/music/The+Cure	http://userserve-ak.last.fm/serve/252/9151219.jpg	rock
160	×?×‘×™×‘ ×’×¤×Ÿ	http://www.last.fm/music/%D7%90%D7%91%D7%99%D7%91+%D7%92%D7%A4%D7%9F	http://userserve-ak.last.fm/serve/252/5810143.jpg	other
161	Enrique Iglesias	http://www.last.fm/music/Enrique+Iglesias	http://userserve-ak.last.fm/serve/252/46065447.png	pop
162	God Is an Astronaut	http://www.last.fm/music/God+Is+an+Astronaut	http://userserve-ak.last.fm/serve/252/47057207.jpg	rock
163	Pink Floyd	http://www.last.fm/music/Pink+Floyd	http://userserve-ak.last.fm/serve/252/39219129.jpg	rock
164	×™×•× ×™ ×‘×œ×•×š	http://www.last.fm/music/%D7%99%D7%95%D7%A0%D7%99+%D7%91%D7%9C%D7%95%D7%9A	http://userserve-ak.last.fm/serve/252/12529149.jpg	other
165	Planet Funk	http://www.last.fm/music/Planet+Funk	http://userserve-ak.last.fm/serve/252/30909637.jpg	electronic
166	The Cranberries	http://www.last.fm/music/The+Cranberries	http://userserve-ak.last.fm/serve/252/8407.jpg	rock
167	Scissor Sisters	http://www.last.fm/music/Scissor+Sisters	http://userserve-ak.last.fm/serve/252/52406253.png	pop
168	×“× ×™×?×œ ×¡×œ×•×ž×•×Ÿ	http://www.last.fm/music/%D7%93%D7%A0%D7%99%D7%90%D7%9C+%D7%A1%D7%9C%D7%95%D7%9E%D7%95%D7%9F	http://userserve-ak.last.fm/serve/252/352614.jpg	other
169	×?×‘×™×ª×¨ ×‘× ×?×™	http://www.last.fm/music/%D7%90%D7%91%D7%99%D7%AA%D7%A8+%D7%91%D7%A0%D7%90%D7%99	http://userserve-ak.last.fm/serve/252/2225728.jpg	other
170	Mew	http://www.last.fm/music/Mew	http://userserve-ak.last.fm/serve/252/42247291.jpg	rock
171	Stereophonics	http://www.last.fm/music/Stereophonics	http://userserve-ak.last.fm/serve/252/248095.jpg	rock
172	Garbage	http://www.last.fm/music/Garbage	http://userserve-ak.last.fm/serve/252/143186.jpg	rock
173	Placebo	http://www.last.fm/music/Placebo	http://userserve-ak.last.fm/serve/252/300983.jpg	rock
174	Infected Mushroom	http://www.last.fm/music/Infected+Mushroom	http://userserve-ak.last.fm/serve/252/6628687.jpg	electronic
175	Delerium	http://www.last.fm/music/Delerium	http://userserve-ak.last.fm/serve/252/7342823.jpg	electronic
176	Scorpions	http://www.last.fm/music/Scorpions	http://userserve-ak.last.fm/serve/252/3616479.png	rock
177	Rock Star Supernova	http://www.last.fm/music/Rock+Star+Supernova	http://userserve-ak.last.fm/serve/252/139182.jpg	other
178	Dolores O'Riordan	http://www.last.fm/music/Dolores+O%27Riordan	http://userserve-ak.last.fm/serve/252/5515307.jpg	rock
179	Tommy Lee	http://www.last.fm/music/Tommy+Lee	http://userserve-ak.last.fm/serve/252/17693251.jpg	rock
180	Roxette	http://www.last.fm/music/Roxette	http://userserve-ak.last.fm/serve/252/2298997.jpg	pop
181	Paradise Lost	http://www.last.fm/music/Paradise+Lost	http://userserve-ak.last.fm/serve/252/35325935.jpg	metal
182	Keane	http://www.last.fm/music/Keane	http://userserve-ak.last.fm/serve/252/8891209.jpg	indie
183	Jamiroquai	http://www.last.fm/music/Jamiroquai	http://userserve-ak.last.fm/serve/252/17958209.jpg	funk
184	James Blunt	http://www.last.fm/music/James+Blunt	http://userserve-ak.last.fm/serve/252/2862243.jpg	pop
185	Reamonn	http://www.last.fm/music/Reamonn	http://userserve-ak.last.fm/serve/252/45094837.png	rock
186	Blackfield	http://www.last.fm/music/Blackfield	http://userserve-ak.last.fm/serve/252/55835355.png	rock
187	a-ha	http://www.last.fm/music/a-ha	http://userserve-ak.last.fm/serve/252/44717589.png	pop
188	Opeth	http://www.last.fm/music/Opeth	http://userserve-ak.last.fm/serve/252/45325391.png	metal
189	Poets of the Fall	http://www.last.fm/music/Poets+of+the+Fall	http://userserve-ak.last.fm/serve/252/60552447.jpg	rock
190	Muse	http://www.last.fm/music/Muse	http://userserve-ak.last.fm/serve/252/416514.jpg	rock
191	OneRepublic	http://www.last.fm/music/OneRepublic	http://userserve-ak.last.fm/serve/252/38037651.png	rock
192	Elton John	http://www.last.fm/music/Elton+John	http://userserve-ak.last.fm/serve/252/17079375.jpg	pop
193	Tears for Fears	http://www.last.fm/music/Tears+for+Fears	http://userserve-ak.last.fm/serve/252/42813709.png	pop rock
194	The Tiger Lillies	http://www.last.fm/music/The+Tiger+Lillies	http://userserve-ak.last.fm/serve/252/5921990.png	other
195	Bright Eyes	http://www.last.fm/music/Bright+Eyes	http://userserve-ak.last.fm/serve/252/26273.jpg	folk
196	Beirut	http://www.last.fm/music/Beirut	http://userserve-ak.last.fm/serve/252/51274303.png	indie
197	Tom Waits	http://www.last.fm/music/Tom+Waits	http://userserve-ak.last.fm/serve/252/207221.jpg	rock
198	System of a Down	http://www.last.fm/music/System+of+a+Down	http://userserve-ak.last.fm/serve/252/363017.jpg	metal
199	Arcade Fire	http://www.last.fm/music/Arcade+Fire	http://userserve-ak.last.fm/serve/252/18697365.jpg	indie
200	Gogol Bordello	http://www.last.fm/music/Gogol+Bordello	http://userserve-ak.last.fm/serve/252/35336869.jpg	punk
201	Ð›ÐµÐ½Ð¸Ð½Ð³Ñ€Ð°Ð´	http://www.last.fm/music/%D0%9B%D0%B5%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4	http://userserve-ak.last.fm/serve/252/61714693.jpg	ska
202	CAKE	http://www.last.fm/music/CAKE	http://userserve-ak.last.fm/serve/252/12825895.gif	rock
203	Blur	http://www.last.fm/music/Blur	http://userserve-ak.last.fm/serve/252/269394.jpg	indie
204	Damien Rice	http://www.last.fm/music/Damien+Rice	http://userserve-ak.last.fm/serve/252/292534.png	indie
205	Andrew Bird	http://www.last.fm/music/Andrew+Bird	http://userserve-ak.last.fm/serve/252/951.jpg	indie
206	Beck	http://www.last.fm/music/Beck	http://userserve-ak.last.fm/serve/252/7497941.jpg	electronic
207	Arctic Monkeys	http://www.last.fm/music/Arctic+Monkeys	http://userserve-ak.last.fm/serve/252/33550647.jpg	rock
208	Babyshambles	http://www.last.fm/music/Babyshambles	http://userserve-ak.last.fm/serve/252/371350.jpg	indie
209	My Chemical Romance	http://www.last.fm/music/My+Chemical+Romance	http://userserve-ak.last.fm/serve/252/411086.jpg	rock
210	Bloc Party	http://www.last.fm/music/Bloc+Party	http://userserve-ak.last.fm/serve/252/780386.jpg	indie
211	The Decemberists	http://www.last.fm/music/The+Decemberists	http://userserve-ak.last.fm/serve/252/886900.jpg	indie
212	Bob Dylan	http://www.last.fm/music/Bob+Dylan	http://userserve-ak.last.fm/serve/252/13979651.jpg	folk
213	Jacques Brel	http://www.last.fm/music/Jacques+Brel	http://userserve-ak.last.fm/serve/252/23711613.jpg	traditional
214	DeVotchKa	http://www.last.fm/music/DeVotchKa	http://userserve-ak.last.fm/serve/252/200510.jpg	rock
215	Jeff Buckley	http://www.last.fm/music/Jeff+Buckley	http://userserve-ak.last.fm/serve/252/49531.jpg	covers
216	Sparklehorse	http://www.last.fm/music/Sparklehorse	http://userserve-ak.last.fm/serve/252/43593291.png	rock
217	Death Cab for Cutie	http://www.last.fm/music/Death+Cab+for+Cutie	http://userserve-ak.last.fm/serve/252/60010487.jpg	indie
218	Man Man	http://www.last.fm/music/Man+Man	http://userserve-ak.last.fm/serve/252/5366105.jpg	other
219	M. Ward	http://www.last.fm/music/M.+Ward	http://userserve-ak.last.fm/serve/252/27105637.jpg	indie
220	Red Hot Chili Peppers	http://www.last.fm/music/Red+Hot+Chili+Peppers	http://userserve-ak.last.fm/serve/252/155038.jpg	funk
221	Travis	http://www.last.fm/music/Travis	http://userserve-ak.last.fm/serve/252/137315.jpg	rock
222	Modest Mouse	http://www.last.fm/music/Modest+Mouse	http://userserve-ak.last.fm/serve/252/886281.jpg	indie
223	Band of Horses	http://www.last.fm/music/Band+of+Horses	http://userserve-ak.last.fm/serve/252/299960.jpg	rock
224	Yeong-wook Jo	http://www.last.fm/music/Yeong-wook+Jo	http://userserve-ak.last.fm/serve/252/33177663.jpg	other
225	Interpol	http://www.last.fm/music/Interpol	http://userserve-ak.last.fm/serve/252/50656.jpg	indie
226	Queens of the Stone Age	http://www.last.fm/music/Queens+of+the+Stone+Age	http://userserve-ak.last.fm/serve/252/270457.jpg	rock
227	The Beatles	http://www.last.fm/music/The+Beatles	http://userserve-ak.last.fm/serve/252/2588646.jpg	pop
228	Kings of Leon	http://www.last.fm/music/Kings+of+Leon	http://userserve-ak.last.fm/serve/252/2739814.jpg	rock
229	The Killers	http://www.last.fm/music/The+Killers	http://userserve-ak.last.fm/serve/252/250099.jpg	rock
230	Green Day	http://www.last.fm/music/Green+Day	http://userserve-ak.last.fm/serve/252/15291249.jpg	pop
231	Devendra Banhart	http://www.last.fm/music/Devendra+Banhart	http://userserve-ak.last.fm/serve/252/22080795.jpg	folk
232	Sunset Rubdown	http://www.last.fm/music/Sunset+Rubdown	http://userserve-ak.last.fm/serve/252/41876349.png	other
233	Nine Inch Nails	http://www.last.fm/music/Nine+Inch+Nails	http://userserve-ak.last.fm/serve/252/29014025.jpg	electronic
234	Nirvana	http://www.last.fm/music/Nirvana	http://userserve-ak.last.fm/serve/252/380269.jpg	rock
235	Eels	http://www.last.fm/music/Eels	http://userserve-ak.last.fm/serve/252/33367415.jpg	indie
236	Clap Your Hands Say Yeah	http://www.last.fm/music/Clap+Your+Hands+Say+Yeah	http://userserve-ak.last.fm/serve/252/765229.jpg	indie
237	Thom Yorke	http://www.last.fm/music/Thom+Yorke	http://userserve-ak.last.fm/serve/252/29289641.jpg	electronic
238	Massive Attack	http://www.last.fm/music/Massive+Attack	http://userserve-ak.last.fm/serve/252/41438057.jpg	electronic
239	Keyshia Cole	http://www.last.fm/music/Keyshia+Cole	http://userserve-ak.last.fm/serve/252/61549437.png	hiphop
240	Racionais MC's	http://www.last.fm/music/Racionais+MC%27s	http://userserve-ak.last.fm/serve/252/3000654.jpg	hiphop
241	Toni Braxton	http://www.last.fm/music/Toni+Braxton	http://userserve-ak.last.fm/serve/252/46200685.png	pop
